bpcc,INNOCENT,OUTLAW,1277,MAGICIAN,1264,HERO,1544,LOVER,1003,JESTER,642,EVERYMAN,1832,CAREGIVER,979,RULER,910,CREATOR,1022,INNOCENT,1933,SAGE,930,EXPLORER,879,
bradley,OUTLAW,OUTLAW,2447,MAGICIAN,752,HERO,554,LOVER,830,JESTER,779,EVERYMAN,634,CAREGIVER,1239,RULER,527,CREATOR,2107,INNOCENT,954,SAGE,835,EXPLORER,1633,
brandeis,LOVER,OUTLAW,1206,MAGICIAN,917,HERO,1465,LOVER,2699,JESTER,858,EVERYMAN,989,CAREGIVER,725,RULER,1389,CREATOR,1208,INNOCENT,1205,SAGE,1770,EXPLORER,1228,
brandman,JESTER,OUTLAW,1539,MAGICIAN,1147,HERO,1406,LOVER,1488,JESTER,3508,EVERYMAN,1368,CAREGIVER,2225,RULER,1676,CREATOR,1094,INNOCENT,1506,SAGE,1326,EXPLORER,956,
brazosport,EXPLORER,OUTLAW,739,MAGICIAN,630,HERO,653,LOVER,138,JESTER,451,EVERYMAN,734,CAREGIVER,603,RULER,479,CREATOR,869,INNOCENT,527,SAGE,274,EXPLORER,934,
bridgew,LOVER,OUTLAW,528,MAGICIAN,630,HERO,634,LOVER,1038,JESTER,372,EVERYMAN,765,CAREGIVER,435,RULER,527,CREATOR,606,INNOCENT,527,SAGE,680,EXPLORER,497,
brockport,RULER,OUTLAW,626,MAGICIAN,1010,HERO,495,LOVER,657,JESTER,818,EVERYMAN,611,CAREGIVER,965,RULER,1054,CREATOR,449,INNOCENT,628,SAGE,741,EXPLORER,491,
brookhavencollege,HERO,OUTLAW,2226,MAGICIAN,1547,HERO,2376,LOVER,1557,JESTER,1181,EVERYMAN,1801,CAREGIVER,1685,RULER,862,CREATOR,1734,INNOCENT,2058,SAGE,1034,EXPLORER,1791,
broward,EVERYMAN,OUTLAW,1170,MAGICIAN,1586,HERO,1426,LOVER,865,JESTER,745,EVERYMAN,1987,CAREGIVER,1319,RULER,1341,CREATOR,1077,INNOCENT,1707,SAGE,1364,EXPLORER,912,
brown,JESTER,OUTLAW,2062,MAGICIAN,1259,HERO,2237,LOVER,1557,JESTER,7737,EVERYMAN,1275,CAREGIVER,4505,RULER,3832,CREATOR,2400,INNOCENT,1657,SAGE,3856,EXPLORER,2512,
bryanhealth,INNOCENT,OUTLAW,754,MAGICIAN,634,HERO,634,LOVER,865,JESTER,789,EVERYMAN,1020,CAREGIVER,792,RULER,431,CREATOR,526,INNOCENT,1406,SAGE,448,EXPLORER,448,
bryant,RULER,OUTLAW,667,MAGICIAN,683,HERO,752,LOVER,934,JESTER,1147,EVERYMAN,773,CAREGIVER,785,RULER,1772,CREATOR,522,INNOCENT,703,SAGE,1034,EXPLORER,508,
brynmawr,JESTER,OUTLAW,436,MAGICIAN,493,HERO,317,LOVER,796,JESTER,823,EVERYMAN,533,CAREGIVER,596,RULER,287,CREATOR,318,INNOCENT,251,SAGE,406,EXPLORER,328,
bsu,JESTER,OUTLAW,569,MAGICIAN,483,HERO,455,LOVER,796,JESTER,1411,EVERYMAN,495,CAREGIVER,919,RULER,575,CREATOR,547,INNOCENT,577,SAGE,548,EXPLORER,573,
